customer_id,recency_days,tenure_days,freq_total,freq_30d,freq_90d,freq_180d,monetary_90d,monetary_total,aov,amount_std,unique_categories,txn_per_month,mean_inter_days,top_category,late_rate,partial_rate,promo_rate,suspicious_count,age,gender,city_tier,kyc_verified,phone_verified,device_type,referral_source,credit_limit_vnd,account_age_days,churn
ZLP000017,40,148,3,0.0,2.0,3.0,5004550.000000003,8208100.000000006,2736033.3333333354,809762.6200519112,1,0.6081081081081081,53.5,Điện tử,0.0,0.0,0.0,0,21.0,Male,3,1,1,iOS,Campaign,2000000,154,0
ZLP000018,19,300,11,1.0,4.0,7.0,577000.0,2039000.0,185363.63636363635,73927.35992482449,3,1.1,27.8,Viễn thông,0.18181818181818182,0.0,0.2727272727272727,0,29.0,Male,1,1,0,Android,Social,2000000,574,0
ZLP000020,6,283,7,1.0,2.0,4.0,797000.0,4184000.0,597714.2857142857,292167.59704304097,2,0.7420494699646643,45.333333333333336,Thời trang,0.42857142857142855,0.0,0.14285714285714285,0,19.0,Female,3,1,1,iOS,Campaign,2000000,290,0
ZLP000021,23,269,10,1.0,3.0,6.0,706000.0,2153000.0,215300.0,84514.36432807017,1,1.1152416356877324,26.88888888888889,Viễn thông,0.1,0.0,0.1,0,36.0,Female,2,1,1,Android,Organic,5000000,274,0
ZLP000022,52,302,5,0.0,1.0,3.0,517000.0,3739000.0,747800.0,676723.8727871213,1,0.49668874172185434,62.0,Du lịch & Vận chuyển,0.0,0.2,0.0,0,26.0,Female,3,1,1,Android,Referral,3000000,318,0
ZLP000023,10,181,7,1.0,3.0,6.0,656000.0,1468000.0,209714.2857142857,33225.06225584479,1,1.160220994475138,28.0,Viễn thông,0.0,0.0,0.14285714285714285,0,28.0,Female,3,0,1,iOS,Unknown,2000000,184,0
ZLP000024,231,302,2,0.0,0.0,0.0,0.0,1221000.0,610500.0,67175.14421272202,2,0.19867549668874174,70.0,Du lịch & Vận chuyển,0.0,0.0,0.0,0,19.0,Male,3,1,1,Android,Campaign,2000000,304,1
ZLP000025,13,297,6,1.0,1.0,3.0,155000.0,3117000.0,519500.0,187571.58633439126,1,0.6060606060606061,56.4,Thời trang,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,24.0,Female,3,1,0,Android,Organic,1000000,334,0
ZLP000027,29,29,1,1.0,1.0,1.0,370000.0,370000.0,370000.0,0.0,1,1.0,29.0,Chăm sóc sức khỏe,0.0,0.0,0.0,0,21.0,Male,3,1,1,iOS,Referral,1000000,34,0
ZLP000028,20,297,9,1.0,3.0,5.0,936000.0,3741000.0,415666.6666666667,192383.08137671565,1,0.9090909090909091,34.25,Chăm sóc sức khỏe,0.2222222222222222,0.1111111111111111,0.1111111111111111,0,30.0,Male,2,1,1,Android,Organic,2000000,334,0
ZLP000029,14,301,10,1.0,3.0,5.0,1416000.0,4248000.0,424800.0,148825.62503368384,4,0.9966777408637874,31.555555555555557,Chăm sóc sức khỏe,0.1,0.0,0.2,0,24.0,Female,1,1,1,iOS,Campaign,3000000,304,0
ZLP000030,29,302,8,1.0,2.0,4.0,1083000.0,4407000.0,550875.0,210375.47215803055,2,0.794701986754967,38.57142857142857,Thời trang,0.0,0.125,0.25,0,26.0,Male,1,1,0,Android,Organic,2000000,334,0
ZLP000031,45,302,4,0.0,1.0,2.0,184000.0,5999000.0,1499750.0,1193101.3857450115,2,0.3973509933774835,85.0,Điện tử,0.25,0.0,0.5,0,24.0,Female,3,1,1,iOS,Referral,1000000,484,1
ZLP000032,12,299,5,1.0,2.0,3.0,923000.0,2577000.0,515400.0,289624.4119545174,2,0.5016722408026756,71.25,Du lịch & Vận chuyển,0.0,0.0,0.6,0,39.0,Male,3,1,1,iOS,Campaign,2000000,394,0
ZLP000033,2,302,12,1.0,4.0,7.0,1226000.0,3374000.0,281166.6666666667,76600.30065610749,2,1.1920529801324504,26.818181818181817,Điện & Nước,0.0,0.0,0.25,0,27.0,Female,1,1,1,Android,Referral,1000000,394,0
ZLP000034,8,183,8,1.0,4.0,7.0,1202000.0,2551000.0,318875.0,64797.34893166099,2,1.3114754098360657,24.428571428571427,Điện & Nước,0.125,0.0,0.0,0,21.0,Male,1,1,1,iOS,Organic,3000000,184,0
ZLP000035,302,302,1,0.0,0.0,0.0,0.0,285000.0,285000.0,0.0,1,0.09933774834437087,302.0,Điện & Nước,0.0,0.0,0.0,0,32.0,Male,2,1,1,iOS,Organic,1000000,318,1
ZLP000036,28,149,3,1.0,2.0,3.0,2205000.0,3076000.0,1025333.3333333334,445044.19256219186,2,0.6040268456375839,60.0,Du lịch & Vận chuyển,0.3333333333333333,0.0,0.0,0,20.0,Male,3,1,1,Android,Organic,2000000,154,0
ZLP000037,124,181,2,0.0,0.0,1.0,0.0,824000.0,412000.0,19798.98987322333,1,0.3314917127071823,57.0,Thời trang,0.0,0.0,0.0,0,29.0,Female,1,1,1,Android,Unknown,2000000,184,1
ZLP000039,27,272,10,1.0,3.0,6.0,693000.0,2399000.0,239900.0,69626.70305118417,1,1.1029411764705883,26.77777777777778,Điện & Nước,0.3,0.0,0.1,0,20.0,Female,2,1,1,Android,Referral,500000,274,0
ZLP000040,26,152,8,1.0,3.0,8.0,581000.0,1565000.0,195625.0,63290.57140342018,2,1.5789473684210527,17.714285714285715,Thực phẩm & Ăn uống,0.125,0.0,0.125,0,29.0,Female,1,1,1,Android,Organic,2000000,154,0
ZLP000041,30,210,6,0.0,2.0,5.0,899000.0,1949000.0,324833.3333333333,190730.61281993164,2,0.8571428571428571,35.6,Chăm sóc sức khỏe,0.16666666666666666,0.0,0.16666666666666666,0,32.0,Female,2,1,1,Android,Unknown,500000,214,0
ZLP000042,13,241,9,1.0,4.0,7.0,1250000.0,2970000.0,330000.0,98592.59607090181,1,1.120331950207469,28.0,Chăm sóc sức khỏe,0.1111111111111111,0.1111111111111111,0.3333333333333333,0,29.0,Female,1,1,1,Android,Campaign,2000000,244,0
ZLP000043,11,147,5,1.0,3.0,5.0,1128000.0,1714000.0,342800.0,74234.08920435408,1,1.0204081632653061,33.25,Chăm sóc sức khỏe,0.2,0.0,0.4,0,27.0,Male,1,1,1,Android,Organic,3000000,154,0
ZLP000044,38,302,4,0.0,2.0,2.0,4559000.0,10966100.000000006,2741525.0000000014,541350.4417965641,1,0.3973509933774835,87.33333333333333,Điện tử,0.0,0.0,0.5,0,26.0,Male,1,1,1,iOS,Organic,1000000,574,0
ZLP000045,4,178,8,2.0,4.0,8.0,916000.0,1944000.0,243000.0,77448.6004669272,1,1.348314606741573,24.428571428571427,Điện & Nước,0.0,0.125,0.125,0,19.0,Female,1,1,1,iOS,Campaign,2000000,184,0
ZLP000047,9,270,15,1.0,4.0,10.0,547000.0,2593000.0,172866.66666666666,63349.22106485453,2,1.6666666666666667,18.285714285714285,Thực phẩm & Ăn uống,0.13333333333333333,0.2,0.13333333333333333,0,25.0,Female,1,1,1,Android,Unknown,2000000,274,0
ZLP000048,18,297,4,1.0,1.0,2.0,2152000.0,10119000.0,2529750.0,282220.21543468494,1,0.40404040404040403,92.33333333333333,Điện tử,0.0,0.0,0.0,0,34.0,Female,3,1,1,iOS,Social,5000000,364,0
ZLP000049,14,87,6,2.0,6.0,6.0,1267000.0,1267000.0,211166.66666666666,102179.09114230105,3,2.0689655172413794,14.0,Thực phẩm & Ăn uống,0.0,0.0,0.0,0,30.0,Male,1,1,1,iOS,Campaign,1000000,94,0
ZLP000050,4,287,16,2.0,5.0,9.0,750000.0,2776000.0,173500.0,79035.0133379715,3,1.6724738675958188,18.466666666666665,Thực phẩm & Ăn uống,0.1875,0.0,0.125,0,18.0,Male,3,1,1,iOS,Social,3000000,290,0
ZLP000052,62,122,4,0.0,2.0,4.0,1654000.0,3628000.0,907000.0,562897.8592959828,1,0.9836065573770493,19.333333333333332,Du lịch & Vận chuyển,0.25,0.0,0.0,0,25.0,Male,2,0,1,Android,Unknown,3000000,124,0
ZLP000053,5,60,4,2.0,4.0,4.0,609000.0,609000.0,152250.0,59112.1814857141,2,2.0,18.0,Thực phẩm & Ăn uống,0.0,0.75,0.0,0,23.0,Male,1,1,1,iOS,Organic,500000,64,0
ZLP000054,17,182,5,1.0,2.0,4.0,538000.0,2713000.0,542600.0,312644.8464312182,2,0.8241758241758242,40.75,Thời trang,0.2,0.0,0.2,0,31.0,Female,1,1,1,iOS,Social,1000000,184,0
ZLP000055,18,303,12,1.0,3.0,7.0,465000.0,2112000.0,176000.0,78275.73640082161,3,1.188118811881188,25.454545454545453,Viễn thông,0.0,0.0,0.25,1,34.0,Male,2,1,1,iOS,Organic,1000000,394,0
ZLP000056,21,90,4,1.0,3.0,4.0,710000.0,802000.0,200500.0,96029.50935346211,3,1.3333333333333333,22.333333333333332,Chăm sóc sức khỏe,0.0,0.25,0.25,0,33.0,Female,2,1,1,iOS,Campaign,5000000,94,0
ZLP000057,32,237,7,0.0,3.0,5.0,2387000.0,5242000.0,748857.1428571428,562335.1398621729,1,0.8860759493670886,33.666666666666664,Du lịch & Vận chuyển,0.42857142857142855,0.0,0.2857142857142857,0,22.0,Female,3,1,1,Android,Referral,2000000,244,0
ZLP000058,0,242,11,1.0,4.0,8.0,1055000.0,2431000.0,221000.0,67318.64526266107,1,1.3636363636363638,23.9,Viễn thông,0.09090909090909091,0.0,0.18181818181818182,0,26.0,Female,3,1,1,Android,Campaign,5000000,244,0
ZLP000062,12,284,14,2.0,5.0,8.0,933000.0,2033000.0,145214.2857142857,68631.88154811993,1,1.4788732394366197,20.384615384615383,Thực phẩm & Ăn uống,0.14285714285714285,0.0,0.14285714285714285,0,26.0,Male,2,1,1,iOS,Campaign,2000000,290,0
ZLP000063,21,150,5,1.0,3.0,5.0,555000.0,942000.0,188400.0,83341.46626979874,1,1.0,32.0,Điện & Nước,0.0,0.0,0.0,0,21.0,Male,3,1,1,Android,Referral,3000000,154,0
ZLP000064,68,297,4,0.0,1.0,2.0,630000.0,9600550.000000004,2400137.500000001,1205266.4334598396,1,0.40404040404040403,76.0,Điện tử,0.0,0.0,0.25,0,20.0,Male,3,1,1,Android,Organic,2000000,304,0
ZLP000065,185,209,2,0.0,0.0,0.0,0.0,1971000.0,985500.0,323147.7990022522,1,0.28708133971291866,23.0,Du lịch & Vận chuyển,0.0,0.0,0.5,0,32.0,Male,1,1,1,iOS,Campaign,5000000,214,1
ZLP000066,20,299,11,1.0,3.0,6.0,543000.0,2545000.0,231363.63636363635,110820.82180463447,2,1.1036789297658862,27.6,Viễn thông,0.18181818181818182,0.09090909090909091,0.36363636363636365,0,36.0,Male,1,1,1,Android,Referral,1000000,304,0
ZLP000067,56,239,3,0.0,1.0,2.0,3203550.000000003,6882550.000000003,2294183.3333333344,810483.2205748222,2,0.37656903765690375,91.0,Điện tử,0.0,0.0,0.3333333333333333,0,27.0,Female,2,1,1,Unknown,Unknown,2000000,244,0
ZLP000068,14,121,4,1.0,3.0,4.0,1807000.0,2480000.0,620000.0,312227.4811735828,1,0.9917355371900827,35.0,Thời trang,0.5,0.0,0.0,0,34.0,Male,3,1,1,iOS,Unknown,3000000,124,0
ZLP000069,4,300,11,2.0,4.0,7.0,469000.0,1950000.0,177272.72727272726,88580.01005767714,4,1.1,29.1,Viễn thông,0.09090909090909091,0.09090909090909091,0.09090909090909091,0,30.0,Male,2,1,1,Android,Organic,1000000,394,0
ZLP000070,4,182,6,1.0,4.0,5.0,2452000.0,4380000.0,730000.0,448372.612901368,2,0.989010989010989,35.0,Thời trang,0.16666666666666666,0.0,0.5,0,24.0,Female,3,1,1,Android,Unknown,500000,184,0
ZLP000071,19,122,5,1.0,3.0,5.0,633000.0,1034000.0,206800.0,72105.47829395489,3,1.2295081967213115,25.25,Viễn thông,0.0,0.0,0.2,0,30.0,Female,1,1,1,iOS,Referral,1000000,124,0
ZLP000072,6,302,12,2.0,4.0,6.0,1809000.0,3806000.0,317166.6666666667,118933.77327001118,1,1.1920529801324504,26.454545454545453,Chăm sóc sức khỏe,0.08333333333333333,0.0,0.16666666666666666,0,37.0,Male,1,1,1,iOS,Organic,500000,304,0
ZLP000073,7,297,12,1.0,4.0,7.0,853000.0,2776000.0,231333.33333333334,68948.37770302349,2,1.2121212121212122,25.818181818181817,Điện & Nước,0.25,0.0,0.16666666666666666,0,27.0,Male,1,1,1,Android,Campaign,5000000,334,0
ZLP000074,57,303,6,0.0,1.0,3.0,1501000.0,3870000.0,645000.0,482732.638217057,1,0.594059405940594,48.8,Thời trang,0.3333333333333333,0.0,0.0,0,37.0,Female,2,0,1,Android,Campaign,5000000,669,0
ZLP000075,9,121,6,2.0,4.0,6.0,669000.0,1075000.0,179166.66666666666,56897.861705574374,2,1.4876033057851241,22.0,Viễn thông,0.0,0.3333333333333333,0.3333333333333333,0,18.0,Female,3,1,1,Android,Campaign,3000000,124,0
ZLP000076,50,297,6,0.0,2.0,3.0,1731000.0,5261000.0,876833.3333333334,398893.6783989772,1,0.6060606060606061,49.0,Du lịch & Vận chuyển,0.3333333333333333,0.3333333333333333,0.16666666666666666,0,32.0,Female,1,1,1,iOS,Organic,3000000,334,0
ZLP000077,128,298,11,0.0,0.0,3.0,0.0,1649000.0,149909.0909090909,84438.6813557087,3,1.1073825503355705,16.6,Thực phẩm & Ăn uống,0.0,0.0,0.09090909090909091,0,28.0,Female,2,1,1,Android,Campaign,1000000,318,1
ZLP000078,19,297,11,1.0,3.0,7.0,1128000.0,3940000.0,358181.8181818182,117000.69929860947,2,1.1111111111111112,27.3,Chăm sóc sức khỏe,0.18181818181818182,0.0,0.18181818181818182,0,26.0,Male,1,1,1,iOS,Organic,500000,334,0
ZLP000079,64,285,4,0.0,1.0,2.0,1239000.0,3756000.0,939000.0,416586.1255490874,1,0.42105263157894735,73.0,Du lịch & Vận chuyển,0.0,0.0,0.0,0,28.0,Female,1,1,1,iOS,Unknown,3000000,290,0
ZLP000080,18,180,13,1.0,5.0,12.0,672000.0,2679000.0,206076.92307692306,75561.74245659585,4,2.1666666666666665,13.0,Thực phẩm & Ăn uống,0.0,0.0,0.15384615384615385,0,18.0,Male,3,0,1,Android,Social,2000000,184,0
ZLP000082,206,297,2,0.0,0.0,0.0,0.0,5161550.000000003,2580775.0000000014,880736.8513069063,2,0.20202020202020202,90.0,Du lịch & Vận chuyển,0.5,0.0,0.0,0,30.0,Female,2,1,1,Android,Organic,3000000,318,1
ZLP000083,21,211,8,1.0,3.0,7.0,792000.0,2127000.0,265875.0,76242.91536173799,2,1.1374407582938388,26.428571428571427,Điện & Nước,0.375,0.0,0.125,0,36.0,Female,2,1,1,Android,Campaign,2000000,214,0
ZLP000084,7,183,7,1.0,3.0,6.0,799000.0,1595000.0,227857.14285714287,62472.47012732507,1,1.1475409836065575,29.0,Điện & Nước,0.14285714285714285,0.0,0.14285714285714285,0,24.0,Male,2,1,1,Android,Referral,1000000,184,0
ZLP000085,35,302,10,0.0,2.0,4.0,1001000.0,4479000.0,447900.0,72684.17220336825,2,0.9933774834437087,29.0,Chăm sóc sức khỏe,0.4,0.0,0.1,0,23.0,Male,1,1,1,Android,Social,3000000,334,0
ZLP000087,10,57,4,1.0,4.0,4.0,776000.0,776000.0,194000.0,10132.456102380444,2,2.1052631578947367,15.666666666666666,Thực phẩm & Ăn uống,0.0,0.5,0.0,0,33.0,Female,3,1,1,Android,Referral,3000000,64,0
ZLP000088,210,210,1,0.0,0.0,0.0,0.0,1530000.0,1530000.0,0.0,1,0.14285714285714285,210.0,Thực phẩm & Ăn uống,0.0,0.0,1.0,0,29.0,Female,3,1,1,Android,Campaign,2000000,214,1
ZLP000090,9,298,11,1.0,4.0,7.0,1200000.0,2815000.0,255909.0909090909,69262.47836376424,2,1.1073825503355705,28.3,Điện & Nước,0.09090909090909091,0.09090909090909091,0.09090909090909091,1,31.0,Male,1,1,0,Android,Organic,1000000,574,0
ZLP000091,13,119,7,1.0,5.0,7.0,732000.0,880000.0,125714.28571428571,61864.67566582803,2,1.7647058823529411,17.166666666666668,Thực phẩm & Ăn uống,0.0,0.0,0.14285714285714285,0,28.0,Female,1,1,1,iOS,Referral,3000000,124,0
ZLP000092,8,269,7,1.0,2.0,3.0,857000.0,4957000.0,708142.8571428572,273551.5969437506,2,0.7806691449814126,43.0,Du lịch & Vận chuyển,0.0,0.0,0.42857142857142855,0,33.0,Male,2,1,1,Android,Campaign,2000000,274,0
ZLP000093,17,89,3,1.0,3.0,3.0,885000.0,885000.0,295000.0,178395.62774911273,2,1.0112359550561798,35.5,Chăm sóc sức khỏe,0.3333333333333333,0.0,0.0,0,23.0,Female,3,1,1,Android,Unknown,2000000,94,0
ZLP000095,6,30,2,1.0,2.0,2.0,483000.0,483000.0,241500.0,38890.87296526011,1,2.0,23.0,Điện & Nước,0.0,0.0,0.0,0,25.0,Female,1,1,1,Android,Campaign,2000000,34,0
ZLP000096,19,88,2,1.0,2.0,2.0,1087000.0,1087000.0,543500.0,289206.6735052979,1,0.6818181818181819,68.0,Thời trang,0.0,0.0,0.5,0,19.0,Female,3,1,1,iOS,Referral,1000000,94,0
ZLP000098,29,61,2,1.0,2.0,2.0,489000.0,489000.0,244500.0,164755.88001646558,1,0.9836065573770493,31.0,Điện & Nước,0.0,0.0,0.0,0,29.0,Male,1,1,1,Android,Unknown,1000000,64,0
ZLP000099,12,303,10,1.0,3.0,7.0,1047000.0,3134000.0,313400.0,155561.4919502181,2,0.9900990099009901,31.88888888888889,Chăm sóc sức khỏe,0.1,0.0,0.2,0,28.0,Female,1,1,1,Android,Campaign,2000000,484,0
ZLP000101,26,300,8,2.0,3.0,5.0,2232000.0,4989000.0,623625.0,249813.03723270443,2,0.8,38.57142857142857,Thời trang,0.125,0.0,0.125,0,19.0,Female,2,1,1,iOS,Social,1000000,334,0
ZLP000102,4,241,13,2.0,4.0,8.0,521000.0,2464000.0,189538.46153846153,83176.1337810867,2,1.6182572614107884,19.25,Thực phẩm & Ăn uống,0.07692307692307693,0.0,0.3076923076923077,0,25.0,Male,1,1,1,Android,Unknown,2000000,244,0
ZLP000103,26,300,11,1.0,3.0,6.0,605000.0,2487000.0,226090.9090909091,60319.90475034679,4,1.1,26.9,Điện & Nước,0.0,0.0,0.09090909090909091,0,25.0,Female,1,1,1,iOS,Unknown,2000000,574,0
ZLP000104,11,153,7,1.0,4.0,7.0,906000.0,1581000.0,225857.14285714287,98386.02301043336,1,1.3725490196078431,23.333333333333332,Thực phẩm & Ăn uống,0.14285714285714285,0.0,0.14285714285714285,0,23.0,Male,1,1,1,iOS,Referral,1000000,154,0
ZLP000105,4,303,12,1.0,3.0,7.0,765000.0,2628000.0,219000.0,47962.10625445505,3,1.188118811881188,26.818181818181817,Viễn thông,0.25,0.0,0.25,0,27.0,Male,1,1,1,iOS,Organic,5000000,484,0
ZLP000106,2,302,12,2.0,4.0,7.0,1180000.0,2837000.0,236416.66666666666,78991.8964006416,1,1.1920529801324504,26.727272727272727,Điện & Nước,0.08333333333333333,0.0,0.16666666666666666,0,30.0,Female,2,1,1,iOS,Organic,500000,318,0
ZLP000107,11,119,5,1.0,3.0,5.0,409000.0,808000.0,161600.0,85990.11571105134,1,1.2605042016806722,26.25,Viễn thông,0.0,0.0,0.0,0,39.0,Male,1,1,1,Android,Campaign,2000000,124,0
ZLP000108,39,179,5,0.0,1.0,5.0,529000.0,3149000.0,629800.0,495541.82467275154,1,0.8379888268156425,34.25,Thời trang,0.0,0.0,0.0,0,29.0,Female,2,1,1,iOS,Campaign,1000000,184,0
ZLP000109,16,298,11,1.0,3.0,7.0,886000.0,2972000.0,270181.8181818182,89256.72880160708,2,1.1073825503355705,27.8,Điện & Nước,0.09090909090909091,0.09090909090909091,0.2727272727272727,0,29.0,Other,1,1,1,iOS,Campaign,3000000,669,0
ZLP000110,10,301,12,1.0,4.0,7.0,957000.0,2957000.0,246416.66666666666,73175.32909306789,3,1.196013289036545,25.90909090909091,Điện & Nước,0.08333333333333333,0.08333333333333333,0.16666666666666666,0,27.0,Male,1,1,1,Android,Social,5000000,318,0
ZLP000111,299,299,1,0.0,0.0,0.0,0.0,107000.0,107000.0,0.0,1,0.10033444816053512,299.0,Thời trang,0.0,0.0,0.0,0,18.0,Female,1,0,0,Android,Campaign,2000000,574,1
ZLP000112,23,209,8,1.0,3.0,6.0,678000.0,1995000.0,249375.0,75657.00326379007,2,1.1483253588516746,26.142857142857142,Điện & Nước,0.0,0.375,0.25,0,27.0,Female,1,1,1,Android,Unknown,3000000,214,0
ZLP000114,21,212,8,1.0,3.0,6.0,802000.0,2115000.0,264375.0,64794.04183366598,2,1.1320754716981132,26.857142857142858,Điện & Nước,0.0,0.0,0.125,0,42.0,Female,1,1,1,iOS,Organic,1000000,214,0
ZLP000115,56,297,5,0.0,2.0,3.0,1677000.0,4333000.0,866600.0,180128.56519719464,2,0.5050505050505051,59.75,Du lịch & Vận chuyển,0.0,0.2,0.0,0,26.0,Female,2,1,1,Android,Campaign,1000000,364,0
ZLP000116,5,303,18,1.0,5.0,11.0,888000.0,3088000.0,171555.55555555556,93498.17376148065,2,1.7821782178217822,17.11764705882353,Thực phẩm & Ăn uống,0.1111111111111111,0.05555555555555555,0.2222222222222222,0,29.0,Male,1,1,1,iOS,Campaign,1000000,334,0
ZLP000118,49,299,3,0.0,1.0,1.0,3203550.000000003,7948550.000000003,2649516.6666666674,499954.94880372466,1,0.3010033444816054,124.5,Điện tử,0.0,0.0,0.0,0,20.0,Female,1,1,1,Android,Campaign,1000000,364,0
ZLP000119,24,267,10,1.0,3.0,6.0,922000.0,2854000.0,285400.0,152685.00617647797,2,1.1235955056179774,26.333333333333332,Chăm sóc sức khỏe,0.1,0.0,0.3,0,34.0,Female,3,1,0,Android,Organic,2000000,274,0
ZLP000120,173,303,3,0.0,0.0,1.0,0.0,2499000.0,833000.0,689075.4675650556,1,0.297029702970297,65.0,Du lịch & Vận chuyển,0.0,0.0,0.0,0,32.0,Male,1,1,1,iOS,Referral,3000000,318,1
ZLP000121,21,151,2,1.0,1.0,2.0,3203550.000000003,5864550.000000003,2932275.0000000014,383640.78413276334,1,0.3973509933774835,130.0,Điện tử,0.5,0.0,0.0,0,32.0,Female,1,1,1,Android,Campaign,1000000,154,1
ZLP000123,29,298,9,1.0,2.0,4.0,744000.0,4356000.0,484000.0,326369.4225873496,1,0.9060402684563759,32.875,Thời trang,0.5555555555555556,0.0,0.2222222222222222,0,36.0,Female,1,1,1,iOS,Unknown,2000000,334,0
ZLP000124,22,209,13,1.0,5.0,11.0,993000.0,1959000.0,150692.3076923077,94454.03169036302,3,1.8660287081339713,15.083333333333334,Thực phẩm & Ăn uống,0.15384615384615385,0.07692307692307693,0.3076923076923077,0,19.0,Female,3,0,1,Android,Campaign,2000000,214,0
ZLP000125,4,273,6,1.0,3.0,4.0,7968550.000000003,10955550.000000004,1825925.0000000007,1216310.3196758635,3,0.6593406593406593,53.4,Điện tử,0.16666666666666666,0.0,0.0,0,31.0,Female,2,1,1,Android,Organic,500000,274,1
ZLP000126,244,301,4,0.0,0.0,0.0,0.0,3215000.0,803750.0,372210.84974335,1,0.39867109634551495,18.333333333333332,Thời trang,0.0,0.0,0.0,0,41.0,Male,3,1,1,Android,Referral,1000000,334,1
ZLP000128,232,269,2,0.0,0.0,0.0,0.0,391000.0,195500.0,9192.388155425118,1,0.22304832713754646,36.0,Viễn thông,0.0,0.0,0.0,0,24.0,Male,2,1,1,Android,Referral,1000000,274,1
ZLP000129,300,300,1,0.0,0.0,0.0,0.0,247000.0,247000.0,0.0,1,0.1,300.0,Thực phẩm & Ăn uống,0.0,0.0,0.0,0,28.0,Female,1,1,1,Android,Referral,3000000,394,1
ZLP000130,11,119,8,2.0,5.0,8.0,825000.0,1409000.0,176125.0,45294.0787678541,1,2.0168067226890756,14.857142857142858,Thực phẩm & Ăn uống,0.0,0.0,0.375,0,24.0,Male,2,1,0,iOS,Campaign,1000000,124,0
ZLP000132,7,302,12,1.0,4.0,7.0,837000.0,2822000.0,235166.66666666666,67589.44690802947,5,1.1920529801324504,26.363636363636363,Điện & Nước,0.25,0.0,0.08333333333333333,0,28.0,Male,1,1,1,Android,Referral,2000000,484,0
ZLP000133,19,300,8,1.0,2.0,4.0,238000.0,2070000.0,258750.0,122092.17829164979,2,0.8,39.714285714285715,Chăm sóc sức khỏe,0.125,0.0,0.125,0,21.0,Female,2,1,1,iOS,Campaign,5000000,334,0
ZLP000135,14,300,11,1.0,3.0,6.0,677000.0,2603000.0,236636.36363636365,99088.11505652202,2,1.1,28.0,Điện & Nước,0.09090909090909091,0.0,0.18181818181818182,0,22.0,Female,3,1,0,Android,Organic,1000000,304,0
